coursecategory,timespentoncourse,numberofvideoswatched,numberofquizzestaken,quizscores,completionrate,devicetype,coursecompletion
2,19.130401785605216,5,3,55.39245317919547,6.811773157515111,1,1
4,83.00397389554242,17,3,68.06636362129873,7.848737788004334,0,0
2,50.969208062654815,20,8,77.48838364441585,70.89834720972563,1,1
0,56.491696304613896,0,9,89.45760268368213,25.94993214916389,0,0
1,80.02011596790945,20,5,65.0013570796376,93.86667906605297,1,1
2,42.96607544770283,5,1,94.41867928565992,33.375778608711926,0,0
1,45.74882051072103,18,5,79.52555802186527,29.82178768525778,1,1
3,49.071054026059485,20,7,58.42094230479746,61.50357930359156,1,1
2,84.39332198411982,0,3,65.05061046684783,0.6430822092133193,0,0
2,97.96562554816956,17,4,80.9878900362211,13.166490012596,1,1
3,25.54531253077491,4,5,91.5875432374088,89.49918773219845,0,1
0,57.76676096387268,9,5,82.68555730668976,44.91778815688989,1,1
3,13.774604480053066,7,7,60.372951403953095,7.413517806665637,1,0
4,57.40075857150558,7,2,96.33580923158848,21.483149900602623,0,0
4,49.2935346989523,5,7,87.20652181843221,30.305863421664,0,0
2,50.35594295479803,15,8,95.46550679049176,91.28230450206024,1,1
3,46.704258895380114,17,4,97.2952664187302,9.268102308636728,1,1
3,22.287234366262272,1,10,51.23413666585917,86.53047284828054,1,0
3,73.03174098716958,20,0,82.5557974641601,68.78245280715231,1,1
2,76.84955305669502,9,8,76.19477515851018,59.05093005224609,0,1
0,83.0993810755209,8,0,90.38599446605298,81.95368624915554,0,1
4,87.25642182399456,11,1,85.69741952562175,85.78753342124294,1,1
4,79.1252511779983,16,7,63.75114155732548,78.48585594445444,1,1
3,5.443220630799084,17,7,76.42155891963546,69.52905523144531,0,1
1,76.13426291285347,17,3,82.37297788309927,69.48664925444432,0,1
1,3.87483948331767,13,4,76.84619599596141,78.8047836405585,0,1
4,42.44191338151959,14,0,79.56068295681864,45.27893931365662,0,1
3,25.329280906402897,17,9,97.29928065166747,13.120246452775996,0,1
2,79.8107840142968,19,9,75.96275107852017,38.957727977919824,1,1
2,45.498714553357374,12,9,92.3116235894308,57.45902971394422,0,1
0,67.0677651419892,10,3,66.672220070364,36.83659406443098,0,0
1,92.02353045528235,12,1,53.198014186026334,8.577950303700243,0,0
3,54.22719793478024,13,10,91.6812221732656,41.556094321591374,1,1
1,60.42164249513497,11,7,67.19859136767556,75.82559802528304,1,1
2,61.3425108196825,12,5,85.84095225053731,86.19994869954367,0,1
2,68.20894500666907,0,4,62.67173995631332,15.865105202754537,1,0
2,77.27076691979573,6,4,53.30220216724089,65.17826031685321,1,1
2,96.57348166267954,9,3,95.93244045239744,99.77887127787189,0,1
2,93.3319260167756,7,10,50.51850836461528,86.82734663233012,0,1
1,42.08477807870467,8,8,57.84978279699799,91.348629572967,1,1
2,58.43746060985685,5,10,71.12718033239959,38.99835813102194,1,0
0,56.61798741355166,8,1,72.25744782502923,71.23257990480857,1,1
4,60.89530307246528,8,0,76.82186186071232,9.86493541968052,1,0
2,78.64517577408391,1,3,75.84503577052146,67.80604795384512,1,0
3,19.881008047469784,13,4,63.37429746175185,78.03396941005174,1,0
0,68.76045579785651,4,9,88.53203665008778,80.36162570396714,0,1
0,7.318777436261646,4,3,87.14966934761102,21.944437888809954,1,0
4,5.723125803933332,11,8,91.78339033585614,0.4634185938863222,1,0
2,90.8170735604308,13,2,80.3095395688866,32.343393380965225,1,0
4,72.4690478252381,14,2,66.86054362269032,11.694639054891898,1,0
3,33.70541118120704,18,2,67.66876458085662,65.31674536874536,0,0
0,89.21401107612293,3,4,80.11488447691482,71.14750570020651,0,1
1,98.61676489144654,2,7,52.247747800067806,87.83339279746923,0,0
2,87.29006778655616,7,9,72.46441854621816,62.56426218045564,0,1
0,88.49396836265007,6,7,86.42689649097332,60.66094051998251,1,1
3,24.10623067635457,4,0,54.87004546866349,59.34478627279508,0,0
0,75.49934739646585,12,10,55.58621326712857,26.50613083856652,1,1
3,39.88226817033228,11,0,75.97555836574539,65.4730056247233,0,1
3,81.85778266779546,20,7,75.81844202679274,24.15207639181467,1,1
2,79.11148357150877,19,6,52.43909087993597,6.595547997361839,1,0
1,95.63596119624238,4,4,67.9855996073354,89.98975408223416,0,0
1,94.28779285221948,15,4,90.29889560182517,98.15643392927396,0,1
0,54.121240812833406,3,4,64.58726741277904,78.7310314933235,0,0
0,82.09728550952674,13,2,71.98540197335537,53.8765167431998,1,0
3,55.078548792685964,15,5,78.51442226047931,87.43051151014157,1,1
4,74.89550405156639,16,4,81.91286500711735,83.78394191050323,1,1
3,52.87344606588568,17,2,97.48307172458163,48.492500156947706,1,0
2,98.48386983760868,14,5,94.00587570325492,53.982932286836274,0,1
3,44.57427644725575,7,6,63.38834806491206,78.13058122993762,1,1
2,94.93928086504692,8,8,77.09061573023999,28.61619116298517,0,1
4,39.82134808117475,10,5,69.94236317357691,97.56427796199836,0,1
2,22.25970573842738,9,10,93.22586577733514,99.68934578551293,0,1
1,53.23482122703208,13,9,63.15190096225256,13.50164637107696,1,0
0,63.44719357738826,2,0,58.72287896937674,10.581389312695013,0,0
1,48.11335857211958,20,9,94.84904188277892,43.94428645626128,1,1
2,53.6912499199931,8,5,69.36726003646399,15.602150734981713,1,0
4,66.52716491538914,19,3,85.5959218625216,96.92344896756502,0,1
2,17.621376488696317,15,7,71.25986284273071,50.84072893807,1,0
2,13.527985808441349,5,10,80.54365949857757,82.71941377821489,0,0
1,90.8046244988331,0,9,68.35323453000208,99.59285705532426,1,0
1,32.75567698814832,7,0,61.351978490176286,48.07357156571703,1,0
2,55.799557650361145,19,10,53.41720765476948,30.9641788357614,0,0
2,36.71987579832937,19,3,55.76671884035401,65.023956003346,0,0
0,61.3103437479393,13,5,94.51092552841456,98.58942799020254,0,1
1,8.262715192175037,2,4,82.55440886891694,58.184735753423546,0,0
2,70.51426853618294,5,5,99.24933195525516,11.76900412623928,0,0
1,89.45244636254448,17,0,65.32907443778052,77.09097418802176,0,0
0,98.69425749807682,3,5,99.59829121768138,69.29623681461065,0,1
1,21.85810378599984,19,8,61.196559802010654,85.4182697316131,0,1
4,29.75767895528542,16,1,74.6815385064852,94.25893605297642,0,1
0,39.92387302186215,0,1,59.31600050964764,85.48731157747764,0,0
1,81.04281405278067,12,9,65.11906860423854,29.592092927149,0,0
2,45.93080981688425,20,9,91.94724063852456,60.21512090718885,0,1
0,98.45374994924173,12,1,64.7950281987282,0.955649430665284,0,0
3,50.31692130486369,17,3,54.044910542657256,56.35975346703757,1,0
2,26.94146544618058,8,8,73.71179060149801,29.07894986216991,1,1
0,97.53508820891984,2,1,87.33035911063865,20.408518963322543,0,0
3,25.16954525988373,3,9,96.97072311220768,96.14049260916092,0,1
0,32.49934574136161,20,1,82.00555804718468,26.80436020846314,1,0
0,6.284173923548823,20,7,96.06921283267133,25.26093218053628,0,1
2,56.54990076807167,14,1,60.71418843385033,67.05132747839377,1,0
2,69.60420758359307,3,4,85.01944870908675,89.9186045322149,1,1
3,78.07500172933713,18,3,80.57277225264431,76.20361211967013,0,1
0,19.42708328244185,13,3,69.66561006197755,54.95498499997738,0,0
1,8.43915236458107,4,2,60.01674766359435,46.6848368153045,0,0
3,54.26987474453137,15,0,73.62851459765146,62.805649074513305,0,1
0,6.062032172563021,10,8,90.00192839459172,42.26900403678088,0,0
4,29.77438260717147,19,4,83.25004957991622,40.416925168776906,0,1
3,79.02377505457667,9,9,92.1160133204011,77.36868055394895,1,1
4,86.45554748843756,3,7,75.2126827806265,78.12490988233311,1,1
1,56.26937591598767,8,6,93.89811494367706,36.36681463029817,1,1
3,3.735345825033094,13,10,85.4577931901133,25.19823915951652,0,0
3,40.777573363003015,14,4,72.87785524464077,94.72934412799528,1,1
4,4.79779392400949,6,5,55.9872167905596,51.81663490357248,0,0
1,13.780538636103705,20,9,84.75458596319459,95.37034333614169,0,1
0,25.028783693059733,17,3,94.909496051789,90.50815495195867,0,1
1,18.49154910345421,10,5,83.32948245815129,60.254104506060855,0,1
3,69.90710929192225,0,4,83.82859475002843,13.245661700830611,0,0
3,1.5595583792772878,13,4,94.11963681884356,49.41151970120921,1,0
3,68.99001176411979,4,4,78.96808421164238,7.7600306989947025,1,0
4,53.18002291283237,3,6,92.06351243729534,57.64423234058117,1,0
0,79.9514087935887,2,6,97.7153704570485,52.32749682242278,1,0
3,86.12529571965065,15,2,53.24932960239892,19.15258345071559,0,0
1,92.51108027318624,13,2,56.24690776752714,14.392448583868934,1,0
2,33.155092622655694,9,6,86.64257898277526,61.24887597627473,0,1
1,1.8027114917351093,15,10,69.68912611348387,88.6245740636963,0,0
2,86.0539056153721,15,4,70.64896550532589,2.5763738034346173,0,1
3,89.61343210386515,19,0,80.73873759099129,83.66476931639139,0,1
2,17.48801327078633,18,0,57.8877057797977,21.69879644989301,1,0
3,96.67452031621949,8,9,65.65872584709444,67.57074981966194,1,1
3,40.02287500376711,6,2,61.38746972098609,4.792566880571647,0,0
0,21.764160399918023,8,10,65.86739494099182,82.07450783929346,0,1
3,14.94599179113527,14,6,74.26155266245055,0.0203165194400334,0,0
1,14.486550053526452,10,10,94.28184376017924,80.75860191638739,0,1
1,88.09109025800127,8,10,80.65744801882997,4.275518552201751,1,1
4,25.68587877976349,0,1,68.74802333597438,52.32454064782428,0,0
1,17.027665395183483,10,10,51.66702652631418,29.45377797599,1,0
3,16.11315828953759,1,7,51.98787712364412,90.62544481980711,0,0
1,71.79545574819083,14,10,59.32102228792793,74.4985684928051,0,1
0,18.011621134774703,15,3,86.45352078809984,30.79354609889468,0,0
3,88.00923344537236,17,4,51.5954937848737,37.891448539654526,1,0
4,35.17519907293864,12,1,76.79400894456559,70.87801467756539,1,1
0,72.31196873137743,14,2,71.3797114631029,84.22370815744713,0,1
1,94.33442810942238,18,3,89.45318129906232,55.80543054432108,0,0
2,51.89398886630804,19,1,87.35036294012583,31.464585575291125,0,0
1,81.29052211827486,5,3,72.13820721029794,30.422430310728576,0,0
4,30.79481384030857,6,10,55.4390995935923,83.13281279796215,1,1
1,78.07603632084621,10,0,62.86470688110524,46.27891984491671,0,0
0,61.26006526039728,18,9,85.60307888289391,41.3566491528512,1,1
4,47.34032195857702,5,1,62.45420928666411,16.034343179717105,0,0
1,16.47681240089102,9,3,91.23288518501532,63.432873146768266,1,0
2,22.49837801561544,12,6,54.07691367312547,61.02277904384792,0,1
4,38.22813731980649,12,0,91.65282983678102,2.8285656964914363,1,0
4,31.66669373533352,16,1,89.55728254215512,36.60694219987937,1,0
2,36.91092814927588,17,6,52.73490009314089,68.607353791799,1,1
4,37.32882534988253,18,5,77.41857818242516,80.52232854078689,1,1
1,66.55060753657064,10,1,81.30648035347411,59.12125234830857,1,1
0,55.89674301340554,6,4,96.8345420912615,85.42367294246873,1,1
0,79.8615130614996,6,6,84.49406732385084,69.42376505384632,1,1
2,2.669424138128337,10,4,66.88672001138386,28.85340472883128,0,0
1,80.31440413281457,20,7,90.8141511541865,20.49814747917,1,0
2,4.58897943396469,11,9,73.91351056061157,43.87924755582864,0,0
4,61.044710306998674,13,10,72.0113253927811,81.89053498362281,1,1
4,84.45426780280775,5,10,93.90172529013788,5.372428475893864,0,1
0,13.510644052753507,16,3,85.48861387919462,81.54563042355974,1,0
1,83.33236397676376,8,8,54.69577353684508,63.11574469133694,0,1
2,31.047502362933034,6,2,88.1875439921388,32.16187497273012,1,0
4,60.88914050657775,10,1,87.49531111390712,61.6913191302902,0,1
4,3.80540758795508,19,3,54.3151735698129,78.85732707971998,1,0
4,10.598187870044756,14,7,57.13339004133773,82.38308186185802,1,0
2,81.60666793841165,19,10,88.98914409836792,4.479696751543216,1,1
0,25.95491879816698,19,4,78.6682038372684,34.22968460046978,1,1
4,17.002131684674588,9,10,71.79024162538242,63.87921898206845,1,1
4,75.79397104440727,12,10,69.20875896999173,21.49867749056852,1,0
3,15.81016795860828,12,0,63.81533096670259,56.21184043626811,0,0
4,97.35281359302604,10,9,71.85199960026277,40.3515997917005,0,1
2,24.07195975393694,19,7,94.21036393020016,13.24644006731912,1,1
3,46.48443591521948,12,7,99.65580399557152,31.671883267099822,0,1
0,41.99279332460381,6,7,70.8740799943542,96.56593564854587,0,1
2,65.82279937714176,19,0,96.17483189478884,97.81492669420632,0,1
3,1.5882338285910869,12,9,69.15707104775507,60.9734643189506,0,0
1,17.26210270834177,17,1,71.76849359368815,10.67287785141845,1,0
2,14.295399475123482,14,3,61.33775082148641,28.901325813619472,1,0
2,48.654227378677376,3,7,90.56731507888514,4.7284722670419495,0,0
4,29.37926559627801,10,0,56.0701925112844,76.31086723910305,0,0
2,1.925150395138176,18,8,80.44361519780188,69.48450659670165,1,1
3,27.97219766977433,9,6,81.1241772896197,24.632403411187,1,1
0,68.73675738824868,7,8,76.42853463732142,55.05844957273184,1,1
0,39.34182619385766,7,4,79.19490263998277,63.57020481035836,0,1
4,85.62718524622662,15,2,52.07650145906922,18.56312316585401,0,0
4,96.35706145617024,13,4,54.21355495389435,60.26581453053574,0,1
0,60.07714741521089,8,1,81.20399809951755,49.74094949867448,1,0
1,7.092760379348849,9,8,81.9362178328102,59.01453428365545,1,0
4,57.56380500498759,20,1,60.37790843912443,40.04070944367379,0,0
0,71.04631047185269,12,3,93.03024513553773,68.16973929198892,0,0
3,94.61733809715072,6,5,65.08019540872394,99.80079495674885,0,1
3,92.27360738314226,18,6,62.45452776507124,89.98440748125583,0,1
1,79.9963757360767,5,9,84.75276448010467,78.67160023533691,0,1
4,79.62210817492334,7,3,54.84707215275351,60.7769881837106,0,0
1,52.560743028264135,20,0,76.41306068641522,88.40042099878168,1,1
0,36.56014683652897,2,3,55.34216038667861,97.79464122534588,1,0
1,97.01225773886298,0,4,99.31348879131346,82.38544535436797,1,1
1,40.03977348871577,9,3,91.1564505617715,14.648810241985878,0,0
1,12.528106884386432,17,9,63.17722357246521,16.9534141315135,1,0
1,39.81092394555554,6,5,67.44749110744064,17.495661302648646,1,0
2,33.180100837349165,2,3,57.67250365569552,9.93908247473614,0,0
0,8.75548355843866,16,8,73.81262044638862,85.19373967502435,1,1
4,13.914895230558722,12,8,62.28348878638905,35.2566496353807,1,0
0,62.719747550892734,8,4,67.4977086857787,45.92583858144265,1,0
4,77.64734025846953,18,5,85.23993974049219,38.40805947209499,0,1
0,62.70812894214669,11,2,94.29476970172824,82.44583961993368,0,1
1,19.08364183684436,11,8,69.50481982660125,45.5406920476522,1,0
3,47.60526194510253,10,10,83.64025604365179,51.61278103248965,0,1
0,47.68667701332903,6,5,84.12144480570458,68.7317448389289,1,0
3,72.30652447079217,10,3,90.9451138257065,56.88807171590883,1,0
1,18.799983536012466,9,8,99.92950954480776,85.23288353947916,1,1
3,54.88113702573543,15,5,56.28489475764788,11.505270573746271,0,0
2,24.06424899572587,6,5,78.7986125485082,38.21001520443691,0,1
0,44.97027601979185,5,7,57.64496473583704,52.00538328145387,0,0
0,55.74458301572654,15,8,95.13773354164591,62.01558393885646,1,1
3,82.95916757111121,14,9,76.09889365094544,68.5455252276463,0,1
3,59.0952240622828,3,2,52.31351063849999,58.16824411925262,1,0
3,7.336008192486302,7,6,93.57309966513968,40.89788625652135,0,0
0,31.42989920120044,9,8,63.49244423441883,38.653246518142126,0,0
3,4.634090297658211,2,9,95.46529567858514,18.96821159447294,1,0
1,94.24859231099458,11,2,77.76128951805882,41.01247121513916,1,0
3,30.45177432927415,4,6,50.868280411532105,65.8026683488274,1,0
2,62.75158505255404,20,8,65.95683370710732,95.52124051890723,0,1
2,3.579730712573707,20,6,76.08013929125292,71.37626902906568,1,0
4,65.73621349055648,3,6,91.64961376678812,77.22166814539483,1,1
4,76.30977579834561,2,5,57.639185046827066,38.57651719061694,0,0
1,7.806344256779054,13,7,60.82426367929115,27.93521277702692,1,0
1,2.350344737752226,14,6,78.23644097847742,75.46355032196034,0,1
4,94.73232605588043,0,4,92.2780595255152,35.48165263951864,0,0
0,92.4794147505952,0,6,52.88461876459709,28.509226595629134,0,0
0,75.17249934399892,10,1,51.15750905966356,94.05114479027444,0,0
4,95.9198777501004,3,8,79.80683388043423,62.42138922214201,0,1
3,4.284241617821608,16,9,80.31455050295122,34.50447656384977,0,0
1,88.59550501505939,15,4,78.01428109830529,77.48543467349069,1,1
2,78.87859909155833,13,0,88.52928702948958,20.76141656074354,1,0
2,17.302355988223205,6,9,79.44325743094149,39.02759073685339,1,0
2,67.10784649465502,6,5,50.50359277222788,80.71234173690544,0,1
1,98.61020675574032,14,2,93.37250957472742,78.73660908161284,1,1
2,92.7903089358629,1,6,92.75639183438004,70.50131478752392,1,1
3,71.10658612525717,6,2,59.32706887080102,98.09503137411276,1,0
1,5.353192520524029,2,3,98.17943292677153,10.252430729720484,0,0
0,34.212184445526105,16,6,92.0784128522592,83.25153826596379,0,1
3,27.26322381951919,1,9,94.94940657300228,63.51299045165304,0,1
3,55.44791965200256,9,6,69.85459411105651,70.36320361943358,0,1
1,58.328180240913454,16,2,61.73640107404731,35.08923994514734,0,0
0,72.88450076857244,11,6,92.88995921370392,75.89211613300641,0,1
2,3.511777316189244,1,7,55.27675225778616,12.37273748473524,1,0
2,77.40874137934523,6,5,99.50960469669316,46.00168486790064,0,1
0,70.41297200697412,2,0,65.26652108628402,16.637448374317632,0,0
2,70.84416854152776,19,2,64.59409385467778,68.97062869558097,1,0
2,71.97153338413045,2,5,96.9055658324082,62.65416529444576,0,1
2,8.35043907372403,9,5,89.94685926214795,67.69357192784567,1,1
2,63.01992167015153,13,4,58.89770651044002,95.168035624424,1,1
2,51.26069863887336,6,2,66.6238738270655,72.93644723926,0,0
4,81.45661129420246,19,10,60.16927613917589,64.77962810907285,1,1
3,35.05398399532065,9,5,57.95771230400885,51.80869056294569,0,0
0,98.9314460540112,19,7,59.95155762669794,68.24494800805381,0,1
0,10.987991408480037,3,2,70.58047891926859,65.18767732847807,0,0
0,83.34674471833077,2,7,51.33437132396095,44.89117536539127,1,0
1,46.24537126706992,19,6,63.61829252304089,14.296657186856155,0,0
0,73.43294448806891,0,10,73.60875700869725,73.63284263050492,1,1
2,25.96962093356883,3,2,89.06894068049478,77.01968760493118,1,0
1,26.640846998281862,11,1,74.31829888564428,26.196254414265617,0,0
0,79.95898970091767,11,1,77.36985452091129,10.232172214902311,0,0
2,86.09324281950148,20,5,75.65407053647627,44.94763204110497,1,1
1,24.305317635311138,5,8,75.23421167496679,88.15634021211409,0,1
2,96.92126999428976,18,0,54.60301273628512,8.493377925036228,0,0
1,22.186704204213548,13,3,54.05185843822823,26.40718138164454,0,0
2,51.51137747376201,15,0,62.36398738054,20.913661725969103,1,0
1,77.06813427656745,9,0,92.4005158388209,42.73683419740071,1,0
4,89.08379814352261,12,7,98.49062128456008,94.10234655606868,0,1
2,99.67949591365448,14,2,82.02427067849042,79.55515739484163,1,1
2,81.00754785339706,17,10,78.00963317882629,35.351878900003655,1,1
3,1.9989500971662704,9,10,54.18007503679853,89.2421458230369,1,0
3,68.61319776066442,15,10,88.64533727697608,61.44301630724299,0,1
1,45.88368995481157,11,3,59.53108777774085,85.6306085626771,1,0
1,61.60370723537968,9,9,89.55796384211001,36.01261219941615,1,1
1,42.50567568257761,14,4,61.1845034126064,69.34020470667066,0,1
3,73.94486635114032,10,1,94.30271530649932,9.767907172478928,1,0
4,66.09192876850926,19,5,76.70066789316485,23.741979426362548,1,1
0,31.27018922720693,9,2,53.55189137396368,38.12436315040959,1,0
0,20.08244903085852,15,0,54.98716736144044,73.08677435506759,1,0
3,80.63524824460498,1,5,88.46972618633782,92.7347108880774,0,1
1,42.3558832566447,12,3,88.95604312045288,80.19094699754497,0,1
4,39.71813217067383,12,5,65.65745120699066,97.09457758707195,0,1
2,42.32815103828041,10,2,76.20542323833722,60.42777901792496,1,1
4,19.55371751039392,9,5,92.4842568061501,62.43490281584347,1,1
1,28.18265923955113,12,8,64.26888406588489,82.17678998449595,0,1
2,59.45218420768124,10,1,62.10691664315911,26.204518775758046,0,0
0,50.2182277724043,11,2,77.06620494013079,42.80600801865584,1,0
1,23.12593711132816,16,7,93.54931883752904,42.36842052422814,0,1
0,48.61321920034605,17,10,79.62922879776899,6.225041222238748,1,1
1,33.56305804286171,15,4,82.06588662718147,37.658942548053695,0,1
4,61.67262262237302,3,3,95.9622085251168,95.46841825153729,0,0
4,53.68359101349873,4,8,99.7965582949021,43.57060739395951,1,0
1,94.29111499856866,16,10,86.21476764667973,39.40175522428107,1,1
2,10.97991251676944,4,9,68.76729266912855,10.44748171722304,0,0
0,87.99106079878152,9,6,96.12486048743386,28.605011331391623,0,1
1,24.219865974057257,11,9,98.93904980885752,6.877217232389732,1,1
0,22.25877738703476,16,10,83.30443694793813,5.904350120180246,0,1
0,21.940531256678515,9,0,58.771940931704606,78.09862626419701,1,0
0,44.511270264307626,6,0,80.28518705057994,3.241038883752334,0,0
4,88.92268398213572,11,7,86.1941912471672,13.159923134454951,1,1
4,91.83494799580446,6,5,77.78597161888646,10.135749978159703,1,1
3,62.00620090908834,10,2,56.35729629131769,63.29065037857015,1,0
3,11.555308007736926,0,6,60.23056286500592,88.61771635707026,1,0
1,83.45205511755282,17,5,59.257016598697376,28.794572945144104,1,0
3,78.06116582096794,7,7,60.56091468802177,91.94396230406277,1,1
2,88.23773445253659,16,2,59.93471899134957,58.75162560311446,0,0
4,85.48130326326365,12,8,89.49704027025551,48.85375943876235,0,1
2,53.70242506750825,14,9,51.43589967712605,5.062297008631578,1,0
0,54.41115082444525,2,4,53.41944061672741,94.24633806659212,0,0
2,44.43745984451135,0,6,97.243703163051,90.03025371841314,0,1
4,2.589823445331258,20,8,96.7205211953204,72.6444130940962,1,1
1,65.40690431982527,8,5,53.25731670243864,43.56012917855501,1,0
4,42.05432526241285,2,4,87.02755105794763,12.365997833817566,0,0
3,58.33385059946986,3,9,71.82721539807616,92.65903377055604,0,1
1,93.4342117071606,15,4,94.50504300162538,71.50349857665893,0,1
1,91.20244124287824,16,9,61.73703753415028,55.00922812986195,0,0
0,37.25904759384895,10,6,54.08339418054384,65.4132291779806,0,1
3,90.96058386398768,12,2,77.469554148665,46.23800607161175,0,0
4,98.01152884545566,16,6,63.04926770439816,65.50250353638883,0,1
0,61.0622429965907,14,5,72.19977612888931,65.88647640728128,0,1
1,87.46575433301271,18,3,51.61074111824169,36.68699149768633,1,0
4,51.7161895619711,17,6,71.1689459520276,52.67421209837079,1,1
1,49.43045528008094,14,8,86.24865921123555,42.952629419008005,0,1
4,37.360492426790216,20,5,50.87543771889255,56.58982181152818,0,0
0,82.44214479219505,8,4,58.44664642413564,60.431603560902246,0,1
4,5.502317179297656,10,5,74.41271088161096,43.0759541221993,1,0
4,69.80156161304525,15,6,92.9522131392078,89.21395871620079,1,1
3,19.8901396531844,6,2,93.54486595603402,22.394794126074725,1,0
3,43.50493555370667,16,3,78.22312316457503,13.459813184350232,1,0
0,87.695986619335,13,6,83.55525064222965,36.66400855061443,0,1
1,10.516459321482998,20,10,79.78970699864692,87.1449519646026,1,1
0,41.225980152712346,19,1,81.70296955272454,36.99790467431755,1,0
1,64.5258953059881,9,2,95.30424110443508,94.7930149834338,1,1
0,46.076522596130914,16,10,66.17343594711,1.3718176698690243,0,0
1,68.23375430215133,20,6,55.737749659508175,30.02459084590685,0,0
3,69.07254146315263,13,4,68.97184496338609,78.87482058178415,0,1
3,9.835725412021816,4,10,65.70424751620129,32.672993483471494,1,0
1,86.70439824007636,17,6,88.43026633972576,86.23625328008345,1,1
2,64.10709249307232,14,8,68.00095267490951,75.50305900592478,0,1
0,3.772526627773385,0,2,57.550190973728725,19.64614875244386,1,0
0,11.747751325578127,16,6,79.4626982832461,20.370159129747044,0,0
4,77.10474454450146,6,8,80.48136906782207,10.605093049446124,0,1
1,98.44072688263776,4,9,99.74470609478256,12.40093082251772,1,0
2,79.19694263059455,19,7,86.12272647545089,56.8863856595205,0,1
0,19.46923330736596,3,8,71.40768771226935,86.85330047653967,1,0
1,62.27331326723744,2,2,66.01982731704575,2.6787288560364386,1,1
4,26.409507299695527,13,9,85.7450257705053,67.79484551410803,0,1
4,60.09943260592784,9,5,74.64339894192076,98.29624260749938,1,1
4,77.56195823485953,3,1,87.66583940715776,28.833036248421084,0,0
2,30.581503344244187,7,4,61.751218797543885,53.66877182465725,0,0
2,21.98617055912688,10,4,99.41320450617344,87.96069794422343,1,1
2,40.32552542705702,2,2,54.3354013818215,78.47958501115187,0,0
1,81.52098957546572,10,9,94.74385317628273,88.7824764334916,1,1
2,8.099341567608334,7,1,50.12443196174702,60.12649096187896,0,0
2,55.92586906912085,17,3,74.83758342693811,93.27065651444228,0,1
0,93.91924571901728,1,8,70.80085794502966,93.77565289346528,1,1
1,7.328393255001939,5,1,60.85115269572537,56.31704530779338,0,0
3,30.453837006264006,15,3,70.29686645213478,18.33056639855519,1,1
1,60.42005216216549,5,4,97.67731237104456,42.0661753337673,1,0
2,96.26552795509386,15,10,62.87699855160536,30.0069050659736,0,0
3,98.64864237147204,9,7,50.56890281664161,98.34601241333992,0,1
2,88.7023910196027,5,10,50.041817818778256,39.62171347201489,0,0
0,49.62295594433155,4,6,94.6555561613749,60.71649270381896,0,1
0,1.4357592913748416,2,1,70.02553681388497,62.45974810193548,1,1
2,10.922955939452324,4,4,52.55281422282127,40.7406097607567,1,0
4,22.72214821713348,13,7,74.94796362424279,24.26566515933084,0,1
4,51.923941404591,7,9,74.51008904187738,80.47132846936601,1,1
4,20.74680599647215,9,7,85.04968103275138,56.56544778032217,0,1
1,99.6052655548426,19,4,99.28091340935754,12.114001641391582,0,1
0,95.15797727714056,15,6,57.20974904390035,0.3846475780494129,0,0
0,72.87090915350637,13,10,68.04991449190786,48.286903876761485,0,0
3,88.9848431492759,19,10,75.44510708952816,94.99844169565152,1,1
0,97.10208823459364,2,9,76.78307291460644,22.32351827481997,1,0
4,45.52300352405441,18,5,95.23873707498912,70.15005527537481,1,1
4,19.9141350021596,14,5,92.48336975762146,33.01476233764892,1,0
2,57.80858284970508,13,6,87.85877190209234,51.20321413998116,0,1
1,52.6643672378857,20,5,91.39556902167578,93.4657173045477,0,1
1,9.83299463766662,0,2,86.18635347752875,21.094058396720538,1,0
0,20.009608845826936,6,0,97.50320023233428,24.38397388558007,1,0
3,5.011433018527327,2,7,98.29073673521503,15.5840592667157,1,0
3,93.111925824699,3,3,79.8062785952227,37.65218221437208,0,0
3,91.34583757455748,0,9,52.19379879402492,27.941929316755377,0,0
1,53.57983283187139,15,2,53.730049115846526,64.72008173261435,0,0
3,30.521532516942013,7,1,55.93578523839308,0.5871334883965518,1,0
0,51.006555128596766,0,1,69.87002435665673,63.63354239632278,0,0
3,98.50884902811548,10,7,89.33900259438812,54.85815211033868,0,1
2,21.65809482664759,4,8,60.21950819497711,29.51092761238089,0,0
4,97.96263085408236,15,7,69.87634947277846,40.666866373592256,0,0
4,10.91418548609676,8,2,66.91327236050488,4.386784691745982,0,0
2,32.6498729799588,11,1,68.19715388606107,20.87789300419917,0,1
2,92.8092745366938,3,10,76.60715255245465,58.97805314400532,1,0
0,23.877803291322287,11,3,63.77415826851971,0.0314451953846606,0,0
2,75.54191136664795,6,2,51.0569870524403,71.65811994381937,1,0
1,49.99624887288939,5,3,78.40582728832837,24.67541649131728,0,0
3,79.76244472963833,7,6,89.30281829676122,90.52863327219602,1,1
1,72.20045949085181,5,1,73.7656088378904,68.51243117099635,1,0
0,55.78934237791974,8,10,87.84023075727546,40.61052863225362,0,1
4,32.13318695078454,13,6,91.66875317187429,34.104130335018525,0,1
0,75.26487784855325,15,5,77.95441183321466,42.66545195331637,0,1
2,37.72141908579743,8,6,82.15182954100771,73.29511531051287,1,1
2,44.02563450308119,0,2,93.219087190753,46.412890128459885,1,0
4,65.13586682221442,14,8,71.00551786272638,65.25904728733848,1,1
